TITLE "<<K1_MS_2>> 4700 Reflector Spec #1 MC[BP = 2010.0, 7792]" 
TYPE MASSSPEC
799.678496	22.549
799.713308	35.2941
799.748122	23.5294
799.782935	25.4902
799.817750	17.6471
799.852566	32.3529
799.887382	9.80392
799.922199	24.5098
799.957016	20.5882
799.991835	41.1765
800.026654	46.0784
800.061474	32.3529
800.096295	66.6667
800.131116	56.8627
800.165939	96.0784
800.200762	81.3726
800.235585	102.941
800.270410	114.706
800.305235	68.6274
800.340061	60.7843
800.374888	50.9804
800.409716	33.3333
800.444544	47.0588
800.479373	52.9412
800.514203	66.6667
800.549033	36.2745
800.583865	38.2353
800.618697	14.7059
800.653530	25.4902
800.688363	39.2157
800.723198	40.1961
800.758033	30.3922
800.792869	11.7647
800.827705	43.1373
800.862543	25.4902
800.897381	23.5294
800.932220	13.7255
800.967060	12.7451
801.001900	26.4706
801.036741	43.1373
801.071583	25.4902
801.106426	73.5294
801.141269	90.1961
801.176114	96.0784
801.210959	87.2549
801.245804	111.765
801.280651	125.49
801.315498	76.4706
801.350346	54.902
801.385195	50
801.420044	46.0784
801.454895	32.3529
801.489746	74.5098
801.524598	57.8431
801.559450	21.5686
801.594303	65.6863
801.629158	44.1176
801.664012	49.0196
801.698868	26.4706
801.733724	22.549
801.768581	23.5294
801.803439	32.3529
801.838298	21.5686
801.873157	23.5294
801.908017	22.549
801.942878	39.2157
801.977740	44.1176
802.012602	27.451
802.047466	22.549
802.082330	42.1569
802.117194	38.2353
802.152060	44.1176
802.186926	63.7255
802.221793	78.4314
802.256661	69.6078
802.291529	65.6863
802.326398	84.3137
802.361268	73.5294
802.396139	60.7843
802.431011	72.549
802.465883	89.2157
802.500756	87.2549
802.535630	50
802.570504	40.1961
802.605379	43.1373
802.640256	25.4902
802.675132	33.3333
802.710010	18.6275
802.744888	24.5098
802.779767	14.7059
802.814647	46.0784
802.849528	26.4706
802.884409	20.5882
802.919291	24.5098
802.954174	18.6275
802.989058	27.451
803.023942	32.3529
803.058827	51.9608
803.093713	80.3922
803.128600	93.1373
803.163487	65.6863
803.198376	99.0196
803.233264	108.824
803.268154	102.941
803.303045	45.098
803.337936	55.8824
803.372828	45.098
803.407721	67.6471
803.442614	76.4706
803.477508	74.5098
803.512403	69.6078
803.547299	60.7843
803.582196	48.0392
803.617093	48.0392
803.651991	22.549
803.686890	34.3137
803.721789	19.6078
803.756690	8.82353
803.791591	7.84314
803.826492	22.549
803.861395	14.7059
803.896298	12.7451
803.931202	16.6667
803.966107	25.4902
804.001013	29.4118
804.035919	35.2941
804.070826	39.2157
804.105734	51.9608
804.140643	49.0196
804.175552	73.5294
804.210462	68.6274
804.245373	99.0196
804.280285	100.98
804.315197	67.6471
804.350111	75.4902
804.385025	54.902
804.419939	64.7059
804.454855	75.4902
804.489771	33.3333
804.524688	72.549
804.559606	43.1373
804.594524	23.5294
804.629443	15.6863
804.664363	21.5686
804.699284	19.6078
804.734206	15.6863
804.769128	20.5882
804.804051	8.82353
804.838975	16.6667
804.873899	4.90196
804.908825	21.5686
804.943751	39.2157
804.978678	37.2549
805.013605	64.7059
805.048534	63.7255
805.083463	63.7255
805.118393	72.549
805.153323	70.5882
805.188255	109.804
805.223187	94.1176
805.258120	88.2353
805.293053	102.941
805.327988	34.3137
805.362923	66.6667
805.397859	69.6078
805.432795	95.098
805.467733	71.5686
805.502671	93.1373
805.537610	56.8627
805.572550	89.2157
805.607490	33.3333
805.642431	39.2157
805.677373	13.7255
805.712316	46.0784
805.747260	39.2157
805.782204	22.549
805.817149	14.7059
805.852095	21.5686
805.887041	20.5882
805.921989	55.8824
805.956937	39.2157
805.991885	36.2745
806.026835	69.6078
806.061785	95.098
806.096736	96.0784
806.131688	96.0784
806.166641	119.608
806.201594	125.49
806.236548	134.314
806.271503	111.765
806.306459	67.6471
806.341415	80.3922
806.376372	50
806.411330	45.098
806.446289	72.549
806.481248	82.3529
806.516208	77.451
806.551169	45.098
806.586131	46.0784
806.621093	22.549
806.656057	53.9216
806.691021	51.9608
806.725985	49.0196
806.760951	21.5686
806.795917	24.5098
806.830884	29.4118
806.865852	29.4118
806.900820	8.82353
806.935790	35.2941
806.970760	31.3725
807.005730	19.6078
807.040702	54.902
807.075674	69.6078
807.110647	58.8235
807.145621	94.1176
807.180596	95.098
807.215571	132.353
807.250547	84.3137
807.285524	99.0196
807.320502	46.0784
807.355480	80.3922
807.390459	74.5098
807.425439	45.098
807.460420	59.8039
807.495401	30.3922
807.530383	63.7255
807.565366	44.1176
807.600350	44.1176
807.635334	21.5686
807.670319	28.4314
807.705305	40.1961
807.740292	16.6667
807.775279	22.549
807.810268	22.549
807.845256	14.7059
807.880246	14.7059
807.915237	14.7059
807.950228	26.4706
807.985220	45.098
808.020213	42.1569
808.055206	52.9412
808.090200	54.902
808.125196	51.9608
808.160191	74.5098
808.195188	100.98
808.230185	115.686
808.265183	91.1765
808.300182	70.5882
808.335182	35.2941
808.370182	84.3137
808.405183	62.7451
808.440185	75.4902
808.475188	67.6471
808.510191	54.902
808.545195	68.6274
808.580200	76.4706
808.615206	37.2549
808.650212	23.5294
808.685219	18.6275
808.720227	21.5686
808.755236	16.6667
808.790245	12.7451
808.825255	20.5882
808.860266	42.1569
808.895278	47.0588
808.930290	21.5686
808.965304	28.4314
809.000318	12.7451
809.035332	29.4118
809.070348	44.1176
809.105364	57.8431
809.140381	60.7843
809.175399	70.5882
809.210417	100
809.245437	99.0196
809.280457	75.4902
809.315477	122.549
809.350499	63.7255
809.385521	62.7451
809.420544	53.9216
809.455568	57.8431
809.490593	67.6471
809.525618	50
809.560644	70.5882
809.595671	44.1176
809.630699	31.3725
809.665727	36.2745
809.700756	16.6667
809.735786	14.7059
809.770817	31.3725
809.805848	23.5294
809.840880	8.82353
809.875913	9.80392
809.910947	23.5294
809.945981	18.6275
809.981017	22.549
810.016053	22.549
810.051089	30.3922
810.086127	37.2549
810.121165	54.902
810.156204	65.6863
810.191244	89.2157
810.226284	83.3333
810.261325	48.0392
810.296367	91.1765
810.331410	60.7843
810.366454	60.7843
810.401498	66.6667
810.436543	43.1373
810.471589	56.8627
810.506635	44.1176
810.541683	65.6863
810.576731	79.4118
810.611780	45.098
810.646829	30.3922
810.681880	42.1569
810.716931	17.6471
810.751983	12.7451
810.787035	28.4314
810.822089	25.4902
810.857143	27.451
810.892198	32.3529
810.927253	27.451
810.962310	39.2157
810.997367	49.0196
811.032425	66.6667
811.067483	42.1569
811.102543	42.1569
811.137603	56.8627
811.172664	90.1961
811.207726	107.843
811.242788	103.922
811.277852	119.608
811.312916	87.2549
811.347980	65.6863
811.383046	29.4118
811.418112	57.8431
811.453179	78.4314
811.488247	68.6274
811.523315	70.5882
811.558385	40.1961
811.593455	31.3725
811.628526	28.4314
811.663597	32.3529
811.698669	17.6471
811.733743	16.6667
811.768816	10.7843
811.803891	8.82353
811.838966	30.3922
811.874042	25.4902
811.909119	25.4902
811.944197	16.6667
811.979275	46.0784
812.014354	42.1569
812.049434	38.2353
812.084515	59.8039
812.119596	41.1765
812.154679	81.3726
812.189762	117.647
812.224845	82.3529
812.259930	50
812.295015	56.8627
812.330101	76.4706
812.365188	60.7843
812.400275	34.3137
812.435363	53.9216
812.470452	49.0196
812.505542	57.8431
812.540633	75.4902
812.575724	61.7647
812.610816	50
812.645909	49.0196
812.681002	34.3137
812.716097	26.4706
812.751192	32.3529
812.786287	22.549
812.821384	10.7843
812.856481	35.2941
812.891579	21.5686
812.926678	32.3529
812.961778	46.0784
812.996878	20.5882
813.031979	37.2549
813.067081	69.6078
813.102184	41.1765
813.137287	70.5882
813.172391	71.5686
813.207496	119.608
813.242602	117.647
813.277708	82.3529
813.312816	71.5686
813.347924	79.4118
813.383032	53.9216
813.418142	54.902
813.453252	46.0784
813.488363	37.2549
813.523475	44.1176
813.558587	21.5686
813.593700	34.3137
813.628814	52.9412
813.663929	45.098
813.699045	20.5882
813.734161	26.4706
813.769278	28.4314
813.804396	38.2353
813.839514	12.7451
813.874634	23.5294
813.909754	33.3333
813.944875	34.3137
813.979996	54.902
814.015118	39.2157
814.050242	59.8039
814.085365	51.9608
814.120490	99.0196
814.155615	92.1569
814.190742	128.431
814.225868	133.333
814.260996	95.098
814.296124	62.7451
814.331254	78.4314
814.366384	56.8627
814.401514	69.6078
814.436646	41.1765
814.471778	55.8824
814.506911	50.9804
814.542045	50.9804
814.577179	71.5686
814.612314	40.1961
814.647450	24.5098
814.682587	9.80392
814.717724	9.80392
814.752863	15.6863
814.788002	12.7451
